institution_id,criterion,value,category_type,category,criterion_cat,n_true,p_true,p_rank
31,murder,1,sub,describes_the_act,"    ""Murder""    ",21,0.5675675675675675,7
32,murder,0,sub,describes_the_act,"    ""Murder""    ",15,0.40540540540540543,34
33,murder,0,sub,describes_the_act,"    ""Murder""    ",25,0.6756756756756757,2
34,murder,0,sub,describes_the_act,"    ""Murder""    ",9,0.24324324324324326,54
35,murder,0,sub,describes_the_act,"    ""Murder""    ",8,0.21621621621621623,55
36,murder,0,sub,describes_the_act,"    ""Murder""    ",19,0.5135135135135135,17
37,murder,0,sub,describes_the_act,"    ""Murder""    ",16,0.43243243243243246,31
38,murder,0,sub,describes_the_act,"    ""Murder""    ",18,0.4864864864864865,22
39,murder,0,sub,describes_the_act,"    ""Murder""    ",12,0.32432432432432434,49
40,murder,0,sub,describes_the_act,"    ""Murder""    ",13,0.35135135135135137,45
41,murder,1,sub,describes_the_act,"    ""Murder""    ",17,0.4594594594594595,27
42,murder,0,sub,describes_the_act,"    ""Murder""    ",19,0.5135135135135135,18
43,murder,0,sub,describes_the_act,"    ""Murder""    ",21,0.5675675675675675,8
44,murder,0,sub,describes_the_act,"    ""Murder""    ",19,0.5135135135135135,19
45,murder,0,sub,describes_the_act,"    ""Murder""    ",7,0.1891891891891892,56
46,murder,0,sub,describes_the_act,"    ""Murder""    ",15,0.40540540540540543,35
47,murder,1,sub,describes_the_act,"    ""Murder""    ",14,0.3783783783783784,39
48,murder,0,sub,describes_the_act,"    ""Murder""    ",21,0.5675675675675675,9
49,murder,0,sub,describes_the_act,"    ""Murder""    ",13,0.35135135135135137,46
50,murder,0,sub,describes_the_act,"    ""Murder""    ",17,0.4594594594594595,28
51,murder,0,sub,describes_the_act,"    ""Murder""    ",18,0.4864864864864865,23
52,murder,0,sub,describes_the_act,"    ""Murder""    ",21,0.5675675675675675,10
53,murder,0,sub,describes_the_act,"    ""Murder""    ",18,0.4864864864864865,24
54,murder,0,sub,describes_the_act,"    ""Murder""    ",13,0.35135135135135137,47
55,murder,0,sub,describes_the_act,"    ""Murder""    ",13,0.35135135135135137,48
56,murder,0,sub,describes_the_act,"    ""Murder""    ",14,0.3783783783783784,40
1,killing,0,sub,describes_the_act,"    ""Killing""    ",24,0.6486486486486487,3
2,killing,1,sub,describes_the_act,"    ""Killing""    ",14,0.3783783783783784,36
3,killing,0,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,41
4,killing,0,sub,describes_the_act,"    ""Killing""    ",9,0.24324324324324326,53
5,killing,0,sub,describes_the_act,"    ""Killing""    ",16,0.43243243243243246,29
6,killing,1,sub,describes_the_act,"    ""Killing""    ",23,0.6216216216216216,4
7,killing,0,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,42
8,killing,1,sub,describes_the_act,"    ""Killing""    ",15,0.40540540540540543,32
9,killing,0,sub,describes_the_act,"    ""Killing""    ",19,0.5135135135135135,14
10,killing,0,sub,describes_the_act,"    ""Killing""    ",10,0.2702702702702703,51
11,killing,0,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,43
12,killing,0,sub,describes_the_act,"    ""Killing""    ",20,0.5405405405405406,11
13,killing,1,sub,describes_the_act,"    ""Killing""    ",22,0.5945945945945946,5
14,killing,1,sub,describes_the_act,"    ""Killing""    ",14,0.3783783783783784,37
15,killing,0,sub,describes_the_act,"    ""Killing""    ",19,0.5135135135135135,15
16,killing,1,sub,describes_the_act,"    ""Killing""    ",16,0.43243243243243246,30
17,killing,1,sub,describes_the_act,"    ""Killing""    ",20,0.5405405405405406,12
18,killing,1,sub,describes_the_act,"    ""Killing""    ",18,0.4864864864864865,20
19,killing,1,sub,describes_the_act,"    ""Killing""    ",17,0.4594594594594595,25
20,killing,1,sub,describes_the_act,"    ""Killing""    ",20,0.5405405405405406,13
21,killing,0,sub,describes_the_act,"    ""Killing""    ",14,0.3783783783783784,38
22,killing,1,sub,describes_the_act,"    ""Killing""    ",21,0.5675675675675675,6
23,killing,0,sub,describes_the_act,"    ""Killing""    ",15,0.40540540540540543,33
24,killing,0,sub,describes_the_act,"    ""Killing""    ",19,0.5135135135135135,16
25,killing,1,sub,describes_the_act,"    ""Killing""    ",18,0.4864864864864865,21
26,killing,0,sub,describes_the_act,"    ""Killing""    ",10,0.2702702702702703,52
27,killing,1,sub,describes_the_act,"    ""Killing""    ",26,0.7027027027027027,1
28,killing,0,sub,describes_the_act,"    ""Killing""    ",17,0.4594594594594595,26
29,killing,1,sub,describes_the_act,"    ""Killing""    ",11,0.2972972972972973,50
30,killing,0,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,44
31,killing,1,sub,describes_the_act,"    ""Killing""    ",21,0.5675675675675675,7
32,killing,0,sub,describes_the_act,"    ""Killing""    ",15,0.40540540540540543,34
33,killing,1,sub,describes_the_act,"    ""Killing""    ",25,0.6756756756756757,2
34,killing,0,sub,describes_the_act,"    ""Killing""    ",9,0.24324324324324326,54
35,killing,0,sub,describes_the_act,"    ""Killing""    ",8,0.21621621621621623,55
36,killing,0,sub,describes_the_act,"    ""Killing""    ",19,0.5135135135135135,17
37,killing,0,sub,describes_the_act,"    ""Killing""    ",16,0.43243243243243246,31
38,killing,1,sub,describes_the_act,"    ""Killing""    ",18,0.4864864864864865,22
39,killing,0,sub,describes_the_act,"    ""Killing""    ",12,0.32432432432432434,49
40,killing,0,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,45
41,killing,1,sub,describes_the_act,"    ""Killing""    ",17,0.4594594594594595,27
42,killing,1,sub,describes_the_act,"    ""Killing""    ",19,0.5135135135135135,18
43,killing,1,sub,describes_the_act,"    ""Killing""    ",21,0.5675675675675675,8
44,killing,0,sub,describes_the_act,"    ""Killing""    ",19,0.5135135135135135,19
45,killing,0,sub,describes_the_act,"    ""Killing""    ",7,0.1891891891891892,56
46,killing,0,sub,describes_the_act,"    ""Killing""    ",15,0.40540540540540543,35
47,killing,0,sub,describes_the_act,"    ""Killing""    ",14,0.3783783783783784,39
48,killing,0,sub,describes_the_act,"    ""Killing""    ",21,0.5675675675675675,9
49,killing,0,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,46
50,killing,0,sub,describes_the_act,"    ""Killing""    ",17,0.4594594594594595,28
51,killing,1,sub,describes_the_act,"    ""Killing""    ",18,0.4864864864864865,23
52,killing,1,sub,describes_the_act,"    ""Killing""    ",21,0.5675675675675675,10
53,killing,1,sub,describes_the_act,"    ""Killing""    ",18,0.4864864864864865,24
54,killing,0,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,47
55,killing,1,sub,describes_the_act,"    ""Killing""    ",13,0.35135135135135137,48
56,killing,0,sub,describes_the_act,"    ""Killing""    ",14,0.3783783783783784,40
1,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",24,0.6486486486486487,3
2,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",14,0.3783783783783784,36
3,suffocating,1,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,41
4,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",9,0.24324324324324326,53
5,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",16,0.43243243243243246,29
6,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",23,0.6216216216216216,4
7,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,42
8,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",15,0.40540540540540543,32
9,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",19,0.5135135135135135,14
10,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",10,0.2702702702702703,51
11,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,43
12,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",20,0.5405405405405406,11
13,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",22,0.5945945945945946,5
14,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",14,0.3783783783783784,37
15,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",19,0.5135135135135135,15
16,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",16,0.43243243243243246,30
17,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",20,0.5405405405405406,12
18,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",18,0.4864864864864865,20
19,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",17,0.4594594594594595,25
20,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",20,0.5405405405405406,13
21,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",14,0.3783783783783784,38
22,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",21,0.5675675675675675,6
23,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",15,0.40540540540540543,33
24,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",19,0.5135135135135135,16
25,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",18,0.4864864864864865,21
26,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",10,0.2702702702702703,52
27,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",26,0.7027027027027027,1
28,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",17,0.4594594594594595,26
29,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",11,0.2972972972972973,50
30,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,44
31,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",21,0.5675675675675675,7
32,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",15,0.40540540540540543,34
33,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",25,0.6756756756756757,2
34,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",9,0.24324324324324326,54
35,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",8,0.21621621621621623,55
36,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",19,0.5135135135135135,17
37,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",16,0.43243243243243246,31
38,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",18,0.4864864864864865,22
39,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",12,0.32432432432432434,49
40,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,45
41,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",17,0.4594594594594595,27
42,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",19,0.5135135135135135,18
43,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",21,0.5675675675675675,8
44,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",19,0.5135135135135135,19
45,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",7,0.1891891891891892,56
46,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",15,0.40540540540540543,35
47,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",14,0.3783783783783784,39
48,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",21,0.5675675675675675,9
49,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,46
50,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",17,0.4594594594594595,28
51,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",18,0.4864864864864865,23
52,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",21,0.5675675675675675,10
53,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",18,0.4864864864864865,24
54,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,47
55,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",13,0.35135135135135137,48
56,suffocating,0,sub,describes_the_act,"    ""Suffocating""    ",14,0.3783783783783784,40
1,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",24,0.6486486486486487,3
2,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",14,0.3783783783783784,36
3,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,41
4,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",9,0.24324324324324326,53
5,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",16,0.43243243243243246,29
6,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",23,0.6216216216216216,4
7,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,42
8,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",15,0.40540540540540543,32
9,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",19,0.5135135135135135,14
10,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",10,0.2702702702702703,51
11,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,43
12,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",20,0.5405405405405406,11
13,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",22,0.5945945945945946,5
14,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",14,0.3783783783783784,37
15,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",19,0.5135135135135135,15
16,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",16,0.43243243243243246,30
17,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",20,0.5405405405405406,12
18,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",18,0.4864864864864865,20
19,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",17,0.4594594594594595,25
20,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",20,0.5405405405405406,13
21,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",14,0.3783783783783784,38
22,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",21,0.5675675675675675,6
23,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",15,0.40540540540540543,33
24,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",19,0.5135135135135135,16
25,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",18,0.4864864864864865,21
26,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",10,0.2702702702702703,52
27,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",26,0.7027027027027027,1
28,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",17,0.4594594594594595,26
29,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",11,0.2972972972972973,50
30,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,44
31,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",21,0.5675675675675675,7
32,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",15,0.40540540540540543,34
33,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",25,0.6756756756756757,2
34,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",9,0.24324324324324326,54
35,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",8,0.21621621621621623,55
36,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",19,0.5135135135135135,17
37,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",16,0.43243243243243246,31
38,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",18,0.4864864864864865,22
39,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",12,0.32432432432432434,49
40,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,45
41,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",17,0.4594594594594595,27
42,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",19,0.5135135135135135,18
43,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",21,0.5675675675675675,8
44,kneeling_on_neck,1,sub,describes_the_act,"    ""Kneeling on neck""    ",19,0.5135135135135135,19
45,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",7,0.1891891891891892,56
46,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",15,0.40540540540540543,35
47,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",14,0.3783783783783784,39
48,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",21,0.5675675675675675,9
49,kneeling_on_neck,1,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,46
50,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",17,0.4594594594594595,28
51,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",18,0.4864864864864865,23
52,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",21,0.5675675675675675,10
53,kneeling_on_neck,1,sub,describes_the_act,"    ""Kneeling on neck""    ",18,0.4864864864864865,24
54,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,47
55,kneeling_on_neck,1,sub,describes_the_act,"    ""Kneeling on neck""    ",13,0.35135135135135137,48
56,kneeling_on_neck,0,sub,describes_the_act,"    ""Kneeling on neck""    ",14,0.3783783783783784,40
1,describes_the_act,0,main,describes_the_act,Specifies the act,24,0.6486486486486487,3
2,describes_the_act,1,main,describes_the_act,Specifies the act,14,0.3783783783783784,36
3,describes_the_act,1,main,describes_the_act,Specifies the act,13,0.35135135135135137,41
4,describes_the_act,1,main,describes_the_act,Specifies the act,9,0.24324324324324326,53
5,describes_the_act,0,main,describes_the_act,Specifies the act,16,0.43243243243243246,29
6,describes_the_act,1,main,describes_the_act,Specifies the act,23,0.6216216216216216,4
7,describes_the_act,0,main,describes_the_act,Specifies the act,13,0.35135135135135137,42
8,describes_the_act,1,main,describes_the_act,Specifies the act,15,0.40540540540540543,32
9,describes_the_act,0,main,describes_the_act,Specifies the act,19,0.5135135135135135,14
10,describes_the_act,0,main,describes_the_act,Specifies the act,10,0.2702702702702703,51
11,describes_the_act,1,main,describes_the_act,Specifies the act,13,0.35135135135135137,43
12,describes_the_act,0,main,describes_the_act,Specifies the act,20,0.5405405405405406,11
13,describes_the_act,1,main,describes_the_act,Specifies the act,22,0.5945945945945946,5
14,describes_the_act,1,main,describes_the_act,Specifies the act,14,0.3783783783783784,37
15,describes_the_act,0,main,describes_the_act,Specifies the act,19,0.5135135135135135,15
16,describes_the_act,1,main,describes_the_act,Specifies the act,16,0.43243243243243246,30
17,describes_the_act,1,main,describes_the_act,Specifies the act,20,0.5405405405405406,12
18,describes_the_act,1,main,describes_the_act,Specifies the act,18,0.4864864864864865,20
19,describes_the_act,1,main,describes_the_act,Specifies the act,17,0.4594594594594595,25
20,describes_the_act,1,main,describes_the_act,Specifies the act,20,0.5405405405405406,13
21,describes_the_act,1,main,describes_the_act,Specifies the act,14,0.3783783783783784,38
22,describes_the_act,1,main,describes_the_act,Specifies the act,21,0.5675675675675675,6
23,describes_the_act,0,main,describes_the_act,Specifies the act,15,0.40540540540540543,33
24,describes_the_act,0,main,describes_the_act,Specifies the act,19,0.5135135135135135,16
25,describes_the_act,1,main,describes_the_act,Specifies the act,18,0.4864864864864865,21
26,describes_the_act,0,main,describes_the_act,Specifies the act,10,0.2702702702702703,52
27,describes_the_act,1,main,describes_the_act,Specifies the act,26,0.7027027027027027,1
28,describes_the_act,0,main,describes_the_act,Specifies the act,17,0.4594594594594595,26
29,describes_the_act,1,main,describes_the_act,Specifies the act,11,0.2972972972972973,50
30,describes_the_act,0,main,describes_the_act,Specifies the act,13,0.35135135135135137,44
31,describes_the_act,1,main,describes_the_act,Specifies the act,21,0.5675675675675675,7
32,describes_the_act,0,main,describes_the_act,Specifies the act,15,0.40540540540540543,34
33,describes_the_act,1,main,describes_the_act,Specifies the act,25,0.6756756756756757,2
34,describes_the_act,0,main,describes_the_act,Specifies the act,9,0.24324324324324326,54
35,describes_the_act,0,main,describes_the_act,Specifies the act,8,0.21621621621621623,55
36,describes_the_act,0,main,describes_the_act,Specifies the act,19,0.5135135135135135,17
37,describes_the_act,0,main,describes_the_act,Specifies the act,16,0.43243243243243246,31
38,describes_the_act,1,main,describes_the_act,Specifies the act,18,0.4864864864864865,22
39,describes_the_act,0,main,describes_the_act,Specifies the act,12,0.32432432432432434,49
40,describes_the_act,0,main,describes_the_act,Specifies the act,13,0.35135135135135137,45
41,describes_the_act,1,main,describes_the_act,Specifies the act,17,0.4594594594594595,27
42,describes_the_act,1,main,describes_the_act,Specifies the act,19,0.5135135135135135,18
43,describes_the_act,1,main,describes_the_act,Specifies the act,21,0.5675675675675675,8
44,describes_the_act,1,main,describes_the_act,Specifies the act,19,0.5135135135135135,19
45,describes_the_act,0,main,describes_the_act,Specifies the act,7,0.1891891891891892,56
46,describes_the_act,0,main,describes_the_act,Specifies the act,15,0.40540540540540543,35
47,describes_the_act,1,main,describes_the_act,Specifies the act,14,0.3783783783783784,39
48,describes_the_act,0,main,describes_the_act,Specifies the act,21,0.5675675675675675,9
49,describes_the_act,1,main,describes_the_act,Specifies the act,13,0.35135135135135137,46
50,describes_the_act,0,main,describes_the_act,Specifies the act,17,0.4594594594594595,28
51,describes_the_act,1,main,describes_the_act,Specifies the act,18,0.4864864864864865,23
52,describes_the_act,1,main,describes_the_act,Specifies the act,21,0.5675675675675675,10
53,describes_the_act,1,main,describes_the_act,Specifies the act,18,0.4864864864864865,24
54,describes_the_act,0,main,describes_the_act,Specifies the act,13,0.35135135135135137,47
55,describes_the_act,1,main,describes_the_act,Specifies the act,13,0.35135135135135137,48
56,describes_the_act,0,main,describes_the_act,Specifies the act,14,0.3783783783783784,40
1,racist,0,sub,role_of_racism,"    ""Racist""    ",24,0.6486486486486487,3
2,racist,0,sub,role_of_racism,"    ""Racist""    ",14,0.3783783783783784,36
3,racist,0,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,41
4,racist,0,sub,role_of_racism,"    ""Racist""    ",9,0.24324324324324326,53
5,racist,0,sub,role_of_racism,"    ""Racist""    ",16,0.43243243243243246,29
6,racist,0,sub,role_of_racism,"    ""Racist""    ",23,0.6216216216216216,4
7,racist,0,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,42
8,racist,0,sub,role_of_racism,"    ""Racist""    ",15,0.40540540540540543,32
9,racist,0,sub,role_of_racism,"    ""Racist""    ",19,0.5135135135135135,14
10,racist,0,sub,role_of_racism,"    ""Racist""    ",10,0.2702702702702703,51
11,racist,1,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,43
12,racist,0,sub,role_of_racism,"    ""Racist""    ",20,0.5405405405405406,11
13,racist,0,sub,role_of_racism,"    ""Racist""    ",22,0.5945945945945946,5
14,racist,0,sub,role_of_racism,"    ""Racist""    ",14,0.3783783783783784,37
15,racist,0,sub,role_of_racism,"    ""Racist""    ",19,0.5135135135135135,15
16,racist,0,sub,role_of_racism,"    ""Racist""    ",16,0.43243243243243246,30
17,racist,1,sub,role_of_racism,"    ""Racist""    ",20,0.5405405405405406,12
18,racist,0,sub,role_of_racism,"    ""Racist""    ",18,0.4864864864864865,20
19,racist,1,sub,role_of_racism,"    ""Racist""    ",17,0.4594594594594595,25
20,racist,1,sub,role_of_racism,"    ""Racist""    ",20,0.5405405405405406,13
21,racist,0,sub,role_of_racism,"    ""Racist""    ",14,0.3783783783783784,38
22,racist,1,sub,role_of_racism,"    ""Racist""    ",21,0.5675675675675675,6
23,racist,0,sub,role_of_racism,"    ""Racist""    ",15,0.40540540540540543,33
24,racist,0,sub,role_of_racism,"    ""Racist""    ",19,0.5135135135135135,16
25,racist,0,sub,role_of_racism,"    ""Racist""    ",18,0.4864864864864865,21
26,racist,0,sub,role_of_racism,"    ""Racist""    ",10,0.2702702702702703,52
27,racist,1,sub,role_of_racism,"    ""Racist""    ",26,0.7027027027027027,1
28,racist,0,sub,role_of_racism,"    ""Racist""    ",17,0.4594594594594595,26
29,racist,0,sub,role_of_racism,"    ""Racist""    ",11,0.2972972972972973,50
30,racist,0,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,44
31,racist,0,sub,role_of_racism,"    ""Racist""    ",21,0.5675675675675675,7
32,racist,0,sub,role_of_racism,"    ""Racist""    ",15,0.40540540540540543,34
33,racist,0,sub,role_of_racism,"    ""Racist""    ",25,0.6756756756756757,2
34,racist,0,sub,role_of_racism,"    ""Racist""    ",9,0.24324324324324326,54
35,racist,0,sub,role_of_racism,"    ""Racist""    ",8,0.21621621621621623,55
36,racist,0,sub,role_of_racism,"    ""Racist""    ",19,0.5135135135135135,17
37,racist,0,sub,role_of_racism,"    ""Racist""    ",16,0.43243243243243246,31
38,racist,0,sub,role_of_racism,"    ""Racist""    ",18,0.4864864864864865,22
39,racist,0,sub,role_of_racism,"    ""Racist""    ",12,0.32432432432432434,49
40,racist,0,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,45
41,racist,0,sub,role_of_racism,"    ""Racist""    ",17,0.4594594594594595,27
42,racist,0,sub,role_of_racism,"    ""Racist""    ",19,0.5135135135135135,18
43,racist,1,sub,role_of_racism,"    ""Racist""    ",21,0.5675675675675675,8
44,racist,0,sub,role_of_racism,"    ""Racist""    ",19,0.5135135135135135,19
45,racist,0,sub,role_of_racism,"    ""Racist""    ",7,0.1891891891891892,56
46,racist,0,sub,role_of_racism,"    ""Racist""    ",15,0.40540540540540543,35
47,racist,0,sub,role_of_racism,"    ""Racist""    ",14,0.3783783783783784,39
48,racist,0,sub,role_of_racism,"    ""Racist""    ",21,0.5675675675675675,9
49,racist,0,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,46
50,racist,0,sub,role_of_racism,"    ""Racist""    ",17,0.4594594594594595,28
51,racist,0,sub,role_of_racism,"    ""Racist""    ",18,0.4864864864864865,23
52,racist,0,sub,role_of_racism,"    ""Racist""    ",21,0.5675675675675675,10
53,racist,0,sub,role_of_racism,"    ""Racist""    ",18,0.4864864864864865,24
54,racist,0,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,47
55,racist,0,sub,role_of_racism,"    ""Racist""    ",13,0.35135135135135137,48
56,racist,0,sub,role_of_racism,"    ""Racist""    ",14,0.3783783783783784,40
1,racism,1,sub,role_of_racism,"    ""Racism""    ",24,0.6486486486486487,3
2,racism,0,sub,role_of_racism,"    ""Racism""    ",14,0.3783783783783784,36
3,racism,0,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,41
4,racism,0,sub,role_of_racism,"    ""Racism""    ",9,0.24324324324324326,53
5,racism,1,sub,role_of_racism,"    ""Racism""    ",16,0.43243243243243246,29
6,racism,1,sub,role_of_racism,"    ""Racism""    ",23,0.6216216216216216,4
7,racism,1,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,42
8,racism,0,sub,role_of_racism,"    ""Racism""    ",15,0.40540540540540543,32
9,racism,1,sub,role_of_racism,"    ""Racism""    ",19,0.5135135135135135,14
10,racism,1,sub,role_of_racism,"    ""Racism""    ",10,0.2702702702702703,51
11,racism,1,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,43
12,racism,1,sub,role_of_racism,"    ""Racism""    ",20,0.5405405405405406,11
13,racism,0,sub,role_of_racism,"    ""Racism""    ",22,0.5945945945945946,5
14,racism,0,sub,role_of_racism,"    ""Racism""    ",14,0.3783783783783784,37
